,Country Name,Country Code,Indicator Name,Indicator Code,Year,Valor
699,Mauricio,MUS,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
700,Malawi,MWI,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
701,Malasia,MYS,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
702,América del Norte,NAC,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
703,Namibia,NAM,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
704,Nueva Caledonia,NCL,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
705,Níger,NER,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
706,Nigeria,NGA,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
707,Nicaragua,NIC,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
708,Países Bajos,NLD,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
709,Noruega,NOR,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
710,Nepal,NPL,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
711,Nauru,NRU,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
712,Nueva Zelandia,NZL,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
713,Miembros OCDE,OED,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
714,Omán,OMN,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
715,Otros Estados pequeos,OSS,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
716,Pakistán,PAK,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
717,Panamá,PAN,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
718,Perú,PER,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
719,Filipinas,PHL,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
720,Palau,PLW,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
721,Papua Nueva Guinea,PNG,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
722,Polonia,POL,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
723,previa al dividendo demográfico,PRE,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
724,Puerto Rico,PRI,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
725,"Corea, República Popular Democrática de",PRK,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
726,Portugal,PRT,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
727,Paraguay,PRY,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
728,Ribera Occidental y Gaza,PSE,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
729,Estados pequeos de las Islas del Pacfico,PSS,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
730,posterior al dividendo demográfico,PST,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
731,Polinesia Francesa,PYF,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
732,Qatar,QAT,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
733,Rumania,ROU,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
734,Federación de Rusia,RUS,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
735,Rwanda,RWA,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
736,Asia meridional,SAS,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
737,Arabia Saudita,SAU,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
738,Sudán,SDN,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
739,Senegal,SEN,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
740,Singapur,SGP,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
741,Islas Salomón,SLB,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
742,Sierra Leona,SLE,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
743,El Salvador,SLV,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
744,San Marino,SMR,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
745,Somalia,SOM,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
746,Serbia,SRB,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
747,África al sur del Sahara (excluido altos ingresos),SSA,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
748,Sudán del Sur,SSD,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
749,África al sur del Sahara,SSF,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
750,Pequeños Estados,SST,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
751,Santo Tomé y Príncipe,STP,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
752,Suriname,SUR,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
753,República Eslovaca,SVK,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
754,Eslovenia,SVN,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
755,Suecia,SWE,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
756,Eswatini,SWZ,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
757,Sint Maarten (Dutch part),SXM,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
758,Seychelles,SYC,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
759,República Árabe Siria,SYR,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
760,Islas Turcas y Caicos,TCA,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
761,Chad,TCD,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
762,Asia oriental y el Pacífico (BIRF y la AIF),TEA,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
763,Europa y Asia central (BIRF y la AIF),TEC,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
764,Togo,TGO,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
765,Tailandia,THA,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
766,Tayikistán,TJK,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
767,Turkmenistán,TKM,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
768,América Latina y el Caribe (BIRF y la AIF),TLA,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
769,Timor-Leste,TLS,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
770,Oriente Medio y Norte de África (BIRF y la AIF),TMN,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
771,Tonga,TON,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
772,Asia meridional (BIRF y la AIF),TSA,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
773,África al sur del Sahara (BIRF y la AIF),TSS,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
774,Trinidad y Tobago,TTO,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
775,Túnez,TUN,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
776,Turquía,TUR,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
777,Tuvalu,TUV,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
778,Tanzanía,TZA,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
779,Uganda,UGA,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
780,Ucrania,UKR,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
781,Ingreso mediano alto,UMC,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
782,Uruguay,URY,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
783,Estados Unidos,USA,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
784,Uzbekistán,UZB,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
785,San Vicente y las Granadinas,VCT,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
786,Venezuela,VEN,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
787,Islas Vírgenes Británicas,VGB,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
788,Islas Vírgenes (EE.UU.),VIR,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
789,Viet Nam,VNM,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
790,Vanuatu,VUT,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
791,Mundo,WLD,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
792,Samoa,WSM,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
793,Kosovo,XKX,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
794,"Yemen, Rep. del",YEM,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
795,Sudáfrica,ZAF,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
796,Zambia,ZMB,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
797,Zimbabwe,ZWE,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1960,0.0
798,Aruba,ABW,Crecimiento de la población (% anual),SP.POP.GROW,1961,2.17905904113205
799,0.0,AFE,Crecimiento de la población (% anual),SP.POP.GROW,1961,2.66018011627118
800,Afganistán,AFG,Crecimiento de la población (% anual),SP.POP.GROW,1961,1.92595161110872
801,0.0,AFW,Crecimiento de la población (% anual),SP.POP.GROW,1961,2.11578911759847
802,Angola,AGO,Crecimiento de la población (% anual),SP.POP.GROW,1961,1.5583550408936
803,Albania,ALB,Crecimiento de la población (% anual),SP.POP.GROW,1961,3.12085537059054
804,Andorra,AND,Crecimiento de la población (% anual),SP.POP.GROW,1961,7.86813924493059
805,El mundo árabe,ARB,Crecimiento de la población (% anual),SP.POP.GROW,1961,2.57171834863948
806,Emiratos Árabes Unidos,ARE,Crecimiento de la población (% anual),SP.POP.GROW,1961,5.50993917228534
807,Argentina,ARG,Crecimiento de la población (% anual),SP.POP.GROW,1961,1.61302935871282
808,Armenia,ARM,Crecimiento de la población (% anual),SP.POP.GROW,1961,3.47752266190338
809,Samoa Americana,ASM,Crecimiento de la población (% anual),SP.POP.GROW,1961,2.65791480826318
810,Antigua y Barbuda,ATG,Crecimiento de la población (% anual),SP.POP.GROW,1961,1.61850343149821
811,Australia,AUS,Crecimiento de la población (% anual),SP.POP.GROW,1961,1.9897400460104
812,Austria,AUT,Crecimiento de la población (% anual),SP.POP.GROW,1961,0.548472356417754
813,Azerbaiyán,AZE,Crecimiento de la población (% anual),SP.POP.GROW,1961,3.81016460369916
814,Burundi,BDI,Crecimiento de la población (% anual),SP.POP.GROW,1961,2.49335175802676
815,Bélgica,BEL,Crecimiento de la población (% anual),SP.POP.GROW,1961,0.332205945818093
816,Benin,BEN,Crecimiento de la población (% anual),SP.POP.GROW,1961,1.53778087122315
817,Burkina Faso,BFA,Crecimiento de la población (% anual),SP.POP.GROW,1961,1.44405447797965
818,Bangladesh,BGD,Crecimiento de la población (% anual),SP.POP.GROW,1961,2.90664118002824
819,Bulgaria,BGR,Crecimiento de la población (% anual),SP.POP.GROW,1961,0.958155881300658
820,Bahrein,BHR,Crecimiento de la población (% anual),SP.POP.GROW,1961,3.83308893639564
821,Bahamas,BHS,Crecimiento de la población (% anual),SP.POP.GROW,1961,4.8715301729131
822,Bosnia y Herzegovina,BIH,Crecimiento de la población (% anual),SP.POP.GROW,1961,1.90640928686916
823,Belarús,BLR,Crecimiento de la población (% anual),SP.POP.GROW,1961,0.889131362938781
824,Belice,BLZ,Crecimiento de la población (% anual),SP.POP.GROW,1961,2.54280280512091
825,Bermudas,BMU,Crecimiento de la población (% anual),SP.POP.GROW,1961,2.44728565187257
826,Bolivia,BOL,Crecimiento de la población (% anual),SP.POP.GROW,1961,2.06164083243625
827,Brasil,BRA,Crecimiento de la población (% anual),SP.POP.GROW,1961,3.01526005047239
828,Barbados,BRB,Crecimiento de la población (% anual),SP.POP.GROW,1961,0.49244278577698
829,Brunei Darussalam,BRN,Crecimiento de la población (% anual),SP.POP.GROW,1961,4.82063750714936
830,Bhután,BTN,Crecimiento de la población (% anual),SP.POP.GROW,1961,2.58971462502766
831,Botswana,BWA,Crecimiento de la población (% anual),SP.POP.GROW,1961,2.22478200530615
832,República Centroafricana,CAF,Crecimiento de la población (% anual),SP.POP.GROW,1961,1.80743378137271
833,Canadá,CAN,Crecimiento de la población (% anual),SP.POP.GROW,1961,1.99918455690026
834,Europa Central y del Báltico,CEB,Crecimiento de la población (% anual),SP.POP.GROW,1961,0.909144379314171
835,Suiza,CHE,Crecimiento de la población (% anual),SP.POP.GROW,1961,1.97861505905873
836,Islas del Canal,CHI,Crecimiento de la población (% anual),SP.POP.GROW,1961,0.947088128038174
837,Chile,CHL,Crecimiento de la población (% anual),SP.POP.GROW,1961,2.08711672631441
838,China,CHN,Crecimiento de la población (% anual),SP.POP.GROW,1961,-1.01552778731319
839,Côte d'Ivoire,CIV,Crecimiento de la población (% anual),SP.POP.GROW,1961,3.69699520474949
840,Camerún,CMR,Crecimiento de la población (% anual),SP.POP.GROW,1961,1.60397501025788
841,"Congo, República Democrática del",COD,Crecimiento de la población (% anual),SP.POP.GROW,1961,2.56381102590686
842,"Congo, República del",COG,Crecimiento de la población (% anual),SP.POP.GROW,1961,2.59354341361398
843,Colombia,COL,Crecimiento de la población (% anual),SP.POP.GROW,1961,3.10488961566466
844,Comoras,COM,Crecimiento de la población (% anual),SP.POP.GROW,1961,1.91380511041138
845,Cabo Verde,CPV,Crecimiento de la población (% anual),SP.POP.GROW,1961,2.32632706926711
846,Costa Rica,CRI,Crecimiento de la población (% anual),SP.POP.GROW,1961,3.63482787677081
847,Estados pequeos del Caribe,CSS,Crecimiento de la población (% anual),SP.POP.GROW,1961,1.90746758067739
848,Cuba,CUB,Crecimiento de la población (% anual),SP.POP.GROW,1961,2.05814013101785
849,Curacao,CUW,Crecimiento de la población (% anual),SP.POP.GROW,1961,1.03527111034878
850,Islas Caimán,CYM,Crecimiento de la población (% anual),SP.POP.GROW,1961,1.78962610093243
851,Chipre,CYP,Crecimiento de la población (% anual),SP.POP.GROW,1961,1.53260613603588
852,República Checa,CZE,Crecimiento de la población (% anual),SP.POP.GROW,1961,-0.160042500915763
853,Alemania,DEU,Crecimiento de la población (% anual),SP.POP.GROW,1961,0.769854344284138
854,Djibouti,DJI,Crecimiento de la población (% anual),SP.POP.GROW,1961,3.80161068444217
855,Dominica,DMA,Crecimiento de la población (% anual),SP.POP.GROW,1961,1.6965691550534
856,Dinamarca,DNK,Crecimiento de la población (% anual),SP.POP.GROW,1961,0.698142052204406
857,República Dominicana,DOM,Crecimiento de la población (% anual),SP.POP.GROW,1961,3.29247822413075
858,Argelia,DZA,Crecimiento de la población (% anual),SP.POP.GROW,1961,1.77712462109052
859,Asia oriental y el Pacífico (excluido altos ingresos),EAP,Crecimiento de la población (% anual),SP.POP.GROW,1961,-0.0523658953715938
860,inicial del dividendo demográfico,EAR,Crecimiento de la población (% anual),SP.POP.GROW,1961,2.537911285869
861,Asia oriental y el Pacífico,EAS,Crecimiento de la población (% anual),SP.POP.GROW,1961,0.17917576271833
862,Europa y Asia central (excluido altos ingresos),ECA,Crecimiento de la población (% anual),SP.POP.GROW,1961,1.65232533252806
863,Europa y Asia central,ECS,Crecimiento de la población (% anual),SP.POP.GROW,1961,1.15330748629626
864,Ecuador,ECU,Crecimiento de la población (% anual),SP.POP.GROW,1961,2.84659065946803
865,"Egipto, República Árabe de",EGY,Crecimiento de la población (% anual),SP.POP.GROW,1961,2.60451812442641
866,Zona del Euro,EMU,Crecimiento de la población (% anual),SP.POP.GROW,1961,0.872999722328387
867,Eritrea,ERI,Crecimiento de la población (% anual),SP.POP.GROW,1961,2.32430259481842
868,España,ESP,Crecimiento de la población (% anual),SP.POP.GROW,1961,0.92901553460921
869,Estonia,EST,Crecimiento de la población (% anual),SP.POP.GROW,1961,1.11138977039487
870,Etiopía,ETH,Crecimiento de la población (% anual),SP.POP.GROW,1961,2.46240496287868
871,Unión Europea,EUU,Crecimiento de la población (% anual),SP.POP.GROW,1961,0.837872826818554
872,Frágiles y situaciones de conflicto afectados,FCS,Crecimiento de la población (% anual),SP.POP.GROW,1961,2.1476151372557
873,Finlandia,FIN,Crecimiento de la población (% anual),SP.POP.GROW,1961,0.705711483663754
874,Fiji,FJI,Crecimiento de la población (% anual),SP.POP.GROW,1961,3.1098509758004
875,Francia,FRA,Crecimiento de la población (% anual),SP.POP.GROW,1961,1.0909509053906
876,Islas Feroe,FRO,Crecimiento de la población (% anual),SP.POP.GROW,1961,1.21643964253444
877,Micronesia (Estados Federados de),FSM,Crecimiento de la población (% anual),SP.POP.GROW,1961,3.60294370228382
878,Gabón,GAB,Crecimiento de la población (% anual),SP.POP.GROW,1961,1.15992000287416
879,Reino Unido,GBR,Crecimiento de la población (% anual),SP.POP.GROW,1961,0.760459938521921
880,Georgia,GEO,Crecimiento de la población (% anual),SP.POP.GROW,1961,1.57843586242192
881,Ghana,GHA,Crecimiento de la población (% anual),SP.POP.GROW,1961,2.81775284899279
882,Gibraltar,GIB,Crecimiento de la población (% anual),SP.POP.GROW,1961,0.388758522045554
883,Guinea,GIN,Crecimiento de la población (% anual),SP.POP.GROW,1961,1.74248589326313
884,Gambia,GMB,Crecimiento de la población (% anual),SP.POP.GROW,1961,2.75222504465446
885,Guinea-Bissau,GNB,Crecimiento de la población (% anual),SP.POP.GROW,1961,0.891275795950341
886,Guinea Ecuatorial,GNQ,Crecimiento de la población (% anual),SP.POP.GROW,1961,1.82097820121554
887,Grecia,GRC,Crecimiento de la población (% anual),SP.POP.GROW,1961,0.792901846960662
888,Granada,GRD,Crecimiento de la población (% anual),SP.POP.GROW,1961,1.40206036910517
889,Groenlandia,GRL,Crecimiento de la población (% anual),SP.POP.GROW,1961,3.62577480226244
890,Guatemala,GTM,Crecimiento de la población (% anual),SP.POP.GROW,1961,2.93623451796321
891,Guam,GUM,Crecimiento de la población (% anual),SP.POP.GROW,1961,2.05002837297807
892,Guyana,GUY,Crecimiento de la población (% anual),SP.POP.GROW,1961,2.86202302369298
893,Ingreso alto,HIC,Crecimiento de la población (% anual),SP.POP.GROW,1961,1.25240107864866
894,"Hong Kong, Región Administrativa Especial",HKG,Crecimiento de la población (% anual),SP.POP.GROW,1961,1.70085104266433
895,Honduras,HND,Crecimiento de la población (% anual),SP.POP.GROW,1961,2.90694148874684
896,Países pobres muy endeudados (PPME),HPC,Crecimiento de la población (% anual),SP.POP.GROW,1961,2.43119100674471
897,Croacia,HRV,Crecimiento de la población (% anual),SP.POP.GROW,1961,0.652691769096606
898,Haití,HTI,Crecimiento de la población (% anual),SP.POP.GROW,1961,1.87395824158882
899,Hungría,HUN,Crecimiento de la población (% anual),SP.POP.GROW,1961,0.453239643988489
900,Sólo BIRF,IBD,Crecimiento de la población (% anual),SP.POP.GROW,1961,1.14579320664588
901,BIRF y la AIF,IBT,Crecimiento de la población (% anual),SP.POP.GROW,1961,1.37201040775
902,total de la AIF,IDA,Crecimiento de la población (% anual),SP.POP.GROW,1961,2.50015703738143
903,mezcla de la AIF,IDB,Crecimiento de la población (% anual),SP.POP.GROW,1961,2.4585540081322
904,Indonesia,IDN,Crecimiento de la población (% anual),SP.POP.GROW,1961,2.71675130165837
905,Sólo AIF,IDX,Crecimiento de la población (% anual),SP.POP.GROW,1961,2.51916632098927
906,Isla de Man,IMN,Crecimiento de la población (% anual),SP.POP.GROW,1961,-0.763260404463321
907,India,IND,Crecimiento de la población (% anual),SP.POP.GROW,1961,2.30470638074818
908,No clasificado,INX,Crecimiento de la población (% anual),SP.POP.GROW,1961,0.0
909,Irlanda,IRL,Crecimiento de la población (% anual),SP.POP.GROW,1961,-0.148593694420762
910,"Irán, República Islámica del",IRN,Crecimiento de la población (% anual),SP.POP.GROW,1961,2.74300205095355
911,Iraq,IRQ,Crecimiento de la población (% anual),SP.POP.GROW,1961,2.45437471283887
912,Islandia,ISL,Crecimiento de la población (% anual),SP.POP.GROW,1961,1.94871974343751
913,Israel,ISR,Crecimiento de la población (% anual),SP.POP.GROW,1961,3.30244804063226
914,Italia,ITA,Crecimiento de la población (% anual),SP.POP.GROW,1961,0.668382874410405
915,Jamaica,JAM,Crecimiento de la población (% anual),SP.POP.GROW,1961,1.29599207817955
916,Jordania,JOR,Crecimiento de la población (% anual),SP.POP.GROW,1961,5.04905532265667
917,Japón,JPN,Crecimiento de la población (% anual),SP.POP.GROW,1961,0.89603367679599
918,Kazajstán,KAZ,Crecimiento de la población (% anual),SP.POP.GROW,1961,3.37630049543017
919,Kenya,KEN,Crecimiento de la población (% anual),SP.POP.GROW,1961,3.74797688027386
920,Kirguistán,KGZ,Crecimiento de la población (% anual),SP.POP.GROW,1961,3.7762492331493
921,Camboya,KHM,Crecimiento de la población (% anual),SP.POP.GROW,1961,2.19488337445001
922,Kiribati,KIR,Crecimiento de la población (% anual),SP.POP.GROW,1961,2.47894582947835
923,Saint Kitts y Nevis,KNA,Crecimiento de la población (% anual),SP.POP.GROW,1961,-0.7315788073447
924,"Corea, República de",KOR,Crecimiento de la población (% anual),SP.POP.GROW,1961,2.96724397295283
925,Kuwait,KWT,Crecimiento de la población (% anual),SP.POP.GROW,1961,10.6382536313846
926,América Latina y el Caribe (excluido altos ingresos),LAC,Crecimiento de la población (% anual),SP.POP.GROW,1961,2.84520777430093
927,República Democrática Popular Lao,LAO,Crecimiento de la población (% anual),SP.POP.GROW,1961,2.26431201658321
928,Líbano,LBN,Crecimiento de la población (% anual),SP.POP.GROW,1961,3.02390332224405
929,Liberia,LBR,Crecimiento de la población (% anual),SP.POP.GROW,1961,2.43092971526276
930,Libia,LBY,Crecimiento de la población (% anual),SP.POP.GROW,1961,3.56393711011929
931,Santa Lucía,LCA,Crecimiento de la población (% anual),SP.POP.GROW,1961,1.2442194408632
932,América Latina y el Caribe,LCN,Crecimiento de la población (% anual),SP.POP.GROW,1961,2.81186098408806
933,Países menos desarrollados: clasificación de las Naciones Unidas,LDC,Crecimiento de la población (% anual),SP.POP.GROW,1961,2.42948721863677
934,Países de ingreso bajo,LIC,Crecimiento de la población (% anual),SP.POP.GROW,1961,2.34098361687242
935,Liechtenstein,LIE,Crecimiento de la población (% anual),SP.POP.GROW,1961,2.17386810638959
936,Sri Lanka,LKA,Crecimiento de la población (% anual),SP.POP.GROW,1961,2.37338905208677
937,Países de ingreso mediano bajo,LMC,Crecimiento de la población (% anual),SP.POP.GROW,1961,2.43475723756845
938,Ingreso mediano y bajo,LMY,Crecimiento de la población (% anual),SP.POP.GROW,1961,1.37648854872401
939,Lesotho,LSO,Crecimiento de la población (% anual),SP.POP.GROW,1961,3.07710836861398
940,avanzada del dividendo demográfico,LTE,Crecimiento de la población (% anual),SP.POP.GROW,1961,0.198825100592174
941,Lituania,LTU,Crecimiento de la población (% anual),SP.POP.GROW,1961,1.60657495946158
942,Luxemburgo,LUX,Crecimiento de la población (% anual),SP.POP.GROW,1961,0.911525536470683
943,Letonia,LVA,Crecimiento de la población (% anual),SP.POP.GROW,1961,1.48362675105514
944,"Región Administrativa Especial de Macao, China",MAC,Crecimiento de la población (% anual),SP.POP.GROW,1961,0.932289721233671
945,Isla de San Martín (parte francesa),MAF,Crecimiento de la población (% anual),SP.POP.GROW,1961,2.93122379956332
946,Marruecos,MAR,Crecimiento de la población (% anual),SP.POP.GROW,1961,2.61582673606549
947,Mónaco,MCO,Crecimiento de la población (% anual),SP.POP.GROW,1961,0.503387480698682
948,República de Moldova,MDA,Crecimiento de la población (% anual),SP.POP.GROW,1961,2.56276179207958
949,Madagascar,MDG,Crecimiento de la población (% anual),SP.POP.GROW,1961,2.58579420430938
950,Maldivas,MDV,Crecimiento de la población (% anual),SP.POP.GROW,1961,2.48070392662817
951,Oriente Medio y Norte de África,MEA,Crecimiento de la población (% anual),SP.POP.GROW,1961,2.58438833288956
952,México,MEX,Crecimiento de la población (% anual),SP.POP.GROW,1961,3.17840826506028
953,Islas Marshall,MHL,Crecimiento de la población (% anual),SP.POP.GROW,1961,3.15637098250123
954, Ingreso mediano,MIC,Crecimiento de la población (% anual),SP.POP.GROW,1961,1.31113265807276
955,Macedonia del Norte,MKD,Crecimiento de la población (% anual),SP.POP.GROW,1961,1.27361173639922
956,Malí,MLI,Crecimiento de la población (% anual),SP.POP.GROW,1961,1.36446314768822
957,Malta,MLT,Crecimiento de la población (% anual),SP.POP.GROW,1961,-0.398895895605156
958,Myanmar,MMR,Crecimiento de la población (% anual),SP.POP.GROW,1961,2.19667393276222
959,Oriente Medio y Norte de África (excluido altos ingresos),MNA,Crecimiento de la población (% anual),SP.POP.GROW,1961,2.51146083497147
960,Montenegro,MNE,Crecimiento de la población (% anual),SP.POP.GROW,1961,2.17375925679767
961,Mongolia,MNG,Crecimiento de la población (% anual),SP.POP.GROW,1961,3.37811507554711
962,Mariana,MNP,Crecimiento de la población (% anual),SP.POP.GROW,1961,2.97752227586077
963,Mozambique,MOZ,Crecimiento de la población (% anual),SP.POP.GROW,1961,1.88458780578972
